0	60690344
9	61150752
19	61377384
29	61483272
39	61562096
49	61632656
60	61674612
71	61720384
82	61752936
93	61785440
104	61807584
116	61840036
128	61861700
140	61884796
152	61903816
165	61922424
178	61936884
191	61960584
204	61977244
218	61992388
232	62005976
246	62028308
260	62044676
275	62053632
290	62069184
305	62084400
321	62100996
337	62115144
353	62125536
370	62137424
387	62149500
404	62163692
422	62178208
440	62190580
458	62202644
477	62210252
496	62222824
515	62233604
535	62242124
555	62253004
576	62258840
597	62268236
618	62280712
640	62294228
662	62305560
685	62315812
708	62324096
732	62334228
756	62343276
781	62355396
806	62363620
832	62373348
858	62381144
885	62389460
912	62398080
940	62408584
968	62418040
997	62428648
1026	62439140
1056	62449512
1087	62460404
1118	62468260
1150	62475848
1183	62483496
1216	62494844
1250	62503744
1285	62510712
1320	62521032
1356	62529752
1393	62540660
1430	62552312
1468	62561248
1507	62568180
1547	62576168
1587	62584608
1628	62591152
1670	62601444
1713	62610416
1757	62618864
1802	62625548
1848	62633012
1894	62641408
1941	62650632
1989	62658076
2038	62664916
2088	62671904
2139	62679032
2191	62686600
2244	62695148
2298	62703528
2353	62711604
2410	62719792
2468	62728028
2527	62735348
2587	62743980
2648	62752340
2710	62759364
2774	62767988
2839	62777228
2905	62785360
2973	62794836
3042	62802600
3112	62809944
3184	62816884
3257	62825668
3332	62833316
3408	62843056
3486	62849320
3565	62857244
3646	62867088
3728	62875696
3812	62882348
3898	62891064
3985	62898580
4074	62907224
4165	62914596
4258	62923356
4353	62931988
4450	62938680
4549	62949428
4650	62958096
4753	62964844
4858	62975084
4965	62983280
5074	62990740
5185	62997048
5298	63005812
5413	63013380
5531	63021312
5651	63029244
5774	63036832
5899	63045000
6027	63053476
6157	63061536
6290	63070056
6425	63077564
6563	63084596
6704	63092644
6848	63100856
6994	63109180
7143	63116636
7295	63124900
7450	63132768
7609	63140708
7771	63148892
7936	63157040
8104	63165320
8276	63173916
8451	63182428
8630	63189956
8812	63197072
8998	63205728
9187	63214792
9380	63223272
9577	63231340
9778	63240144
9983	63249064
10192	63257192
10405	63265976
10623	63274772
10845	63282340
11071	63291296
11302	63299944
11538	63308136
11778	63316828
12023	63325900
12273	63334404
12528	63343576
12788	63351368
13053	63361020
13324	63370700
13600	63380404
13882	63389212
14169	63398888
14462	63407836
14761	63416760
15066	63425544
15377	63434672
15694	63444336
16017	63453960
16347	63463212
16683	63473104
17026	63482784
17376	63492968
17733	63502172
18097	63512132
18468	63522844
18847	63533140
19233	63544108
19627	63554860
20029	63565544
20439	63575612
20857	63586600
21284	63597892
21719	63609144
22163	63620396
22616	63631864
23078	63643568
23549	63655488
24030	63668216
24520	63681268
25020	63694000
25520	63706396
26020	63719712
26520	63732500
27020	63745108
27520	63757424
28020	63769708
28520	63781620
29020	63793768
29520	63806440
30020	63818148
30520	63830680
31020	63843064
31520	63856400
32020	63869772
32520	63882804
33020	63896584
33520	63909580
34020	63923640
34520	63936212
35020	63949696
35520	63962392
36020	63975628
36520	63989588
37020	64003884
37520	64018540
38020	64032800
38520	64045732
39020	64061716
39520	64076392
40020	64091332
40520	64105608
41020	64121032
41520	64135392
42020	64149192
42520	64164696
43020	64180052
43520	64196168
44020	64212828
44520	64229904
45020	64247008
45520	64264932
46020	64284324
46520	64303000
47020	64322044
47520	64340096
48020	64361344
48520	64381752
49020	64402824
49520	64423296
50020	64447580
50520	64473480
51020	64499092
51520	64526588
52020	64554572
52520	64584364
53020	64614388
53520	64649744
54020	64683244
54520	64724756
55020	64764040
55520	64810944
56020	64862176
56520	64919168
57020	64982912
57520	65052080
58020	65132988
58520	65230964
59020	65342584
59520	65489768
60020	65650108
60520	65820108
61020	65977944
61520	66142908
62020	66323068
62520	66490096
63020	66670660
63520	66854484
64020	67037416
64520	67222432
65020	67430912
65520	67667904
66020	67919664
66520	68170080
67020	68469456
67520	68825440
68020	69193920
68520	69557128
69020	69936904
69520	70320376
70020	70699464
70520	71073376
71020	71434776
71520	71779128
72020	72103896
72520	72362032
73020	72628664
73520	72871616
74020	73088416
74520	73323784
75020	73510648
75520	73698640
76020	73881656
76520	74053000
77020	74222544
77520	74385584
78020	74544736
78520	74684624
