0	42552640
9	42930448
19	43106388
29	43221128
39	43279876
49	43305340
60	43346272
71	43379704
82	43412292
93	43448096
104	43469688
116	43489272
128	43514268
140	43549364
152	43571696
165	43584244
178	43595292
191	43608496
204	43619476
218	43641436
232	43651820
246	43668552
260	43691976
275	43703676
290	43722044
305	43731792
321	43748416
337	43755336
353	43769972
370	43780948
387	43793944
404	43805928
422	43818264
440	43830852
458	43841332
477	43853632
496	43860388
515	43868392
535	43879476
555	43892332
576	43906076
597	43918132
618	43926864
640	43938076
662	43947716
685	43958044
708	43965156
732	43978212
756	43987388
781	43995184
806	44005248
832	44013876
858	44023104
885	44032024
912	44037900
940	44049072
968	44061052
997	44068528
1026	44075896
1056	44085284
1087	44095684
1118	44104948
1150	44113048
1183	44124652
1216	44132936
1250	44141688
1285	44149716
1320	44157432
1356	44167376
1393	44176700
1430	44185416
1468	44194452
1507	44203308
1547	44210116
1587	44217940
1628	44228036
1670	44238684
1713	44247484
1757	44257664
1802	44266552
1848	44273408
1894	44281128
1941	44289132
1989	44297808
2038	44305784
2088	44316560
2139	44325108
2191	44334040
2244	44344680
2298	44352788
2353	44359844
2410	44369592
2468	44379704
2527	44388072
2587	44396920
2648	44405624
2710	44414192
2774	44421148
2839	44430472
2905	44438260
2973	44447252
3042	44455364
3112	44463724
3184	44472128
3257	44481972
3332	44491140
3408	44500348
3486	44510116
3565	44519968
3646	44529496
3728	44538552
3812	44549080
3898	44557944
3985	44567508
4074	44577796
4165	44586432
4258	44597840
4353	44608380
4450	44619796
4549	44629408
4650	44636692
4753	44646220
4858	44655644
4965	44665800
5074	44678024
5185	44687336
5298	44695956
5413	44705176
5531	44715352
5651	44725416
5774	44735816
5899	44746724
6027	44756728
6157	44767556
6290	44777376
6425	44787364
6563	44797520
6704	44808804
6848	44819764
6994	44829624
7143	44838844
7295	44848240
7450	44857936
7609	44867684
7771	44877268
7936	44888356
8104	44899740
8276	44910816
8451	44921956
8630	44933588
8812	44944088
8998	44956460
9187	44967104
9380	44979004
9577	44989884
9778	44999404
9983	45010968
10192	45021632
10405	45032792
10623	45043740
10845	45054908
11071	45066208
11302	45077012
11538	45088720
11778	45100016
12023	45113768
12273	45126312
12528	45138032
12788	45150612
13053	45162796
13324	45174088
13600	45185752
13882	45198076
14169	45210328
14462	45221856
14761	45234488
15066	45247120
15377	45259004
15694	45271288
16017	45284416
16347	45296584
16683	45309856
17026	45321980
17376	45335168
17733	45348024
18097	45360100
18468	45371676
18847	45384860
19233	45398080
19627	45411548
20029	45425568
20439	45438612
20857	45453744
21284	45468108
21719	45481748
22163	45496396
22616	45511248
23078	45525456
23549	45541036
24030	45556964
24520	45572980
25020	45587080
25520	45601288
26020	45616276
